"day","month","year","ACCESS1","CCSM4","CNRM","MPI-REMo","MPI","SMHI"
5,2,2041,0.143195465,0,0,1.68560951329701e-09,0,4.28466796875
6,2,2041,0.194443017,0,0.0792587995529175,3.74271946366596e-12,0,14.17236328125
7,2,2041,0.279226333,0,0.257083266973495,3.13427802461907e-07,0,0
8,2,2041,2.458005667,0,10.8237428665161,2.10739971920868e-11,0,0
9,2,2041,3.802567959,0.191360905766487,14.7897214889526,4.38428275846534e-12,0,0
10,2,2041,1.640014648,21.5065612792969,33.446533203125,6.96920091216658e-11,0,0
11,2,2041,1.679205418,9.1431884765625,0.336535632610321,8.82741237284673e-11,0,0
12,2,2041,2.799987793,0.0125469379127026,0.0391681715846062,4.3844975150531e-07,0,0
13,2,2041,1.973245621,0.505408823490143,0,2.30739621159825e-07,0.324350655078888,0
14,2,2041,0.999612093,0.931649088859558,0,1.97476447694189e-07,0.774872422218323,0
15,2,2041,0.390477717,0.087172344326973,0,3.35887049375322e-11,1.44432473182678,0
16,2,2041,0.035837967,0.910031080245972,0,2.02272128733971e-08,1.3908783197403,0.32958984375
17,2,2041,0.002215418,0.00595588982105255,0,2.41028103725727e-07,0.791061401367188,0
18,2,2041,0,0.0718497335910797,0,4.22940982236497e-07,0.0375543348491192,0
19,2,2041,0,0.0244490392506123,0,0.000511173145412159,0.00337325478903949,0
20,2,2041,0,0,0,0.00100711398260955,0.0394317135214806,0
21,2,2041,0,1.86654543876648,0,0.0545453511222149,0,0
22,2,2041,0,2.1580662727356,0,0.10014714935096,0,0
23,2,2041,0,6.05042266845703,2.52001953125,0.220652677671751,0,0
24,2,2041,0,17.1538219451904,0.854299187660217,59.919142909348,0,0
25,2,2041,0.364049464,23.5208930969238,0,0.100319927878445,0,0
26,2,2041,0.824228704,3.65596675872803,0,2.74128610436297e-09,0,0
27,2,2041,1.328214407,4.49462413787842,0,0.000746542795582172,0,0
28,2,2041,27.90948296,0.661177515983582,0,0.0039772817103767,0,0
1,3,2041,1.220031738,0.780029296875,0.00147355813533068,0.897507893387232,0.356033354997635,0
2,3,2041,5.372429371,0.968971252441406,0.0743721947073936,2.24338363885579e-05,0,0
3,3,2041,6.664273739,0.138883292675018,0.236810922622681,0.000100782607859173,0,0
4,3,2041,0.010485666,0,1.30360054969788,0.688239641021937,0.507705092430115,0
5,3,2041,1.799885631,0.399895668029785,4.02001953125,3.53818552102894,1.66619181632996,0
6,3,2041,2.20977211,0.443214267492294,1.40253472328186,1.32406107562419e-09,1.04667532444,0
7,3,2041,0.253024101,0.555888235569,1.00243330001831,8.64588582612276e-11,3.31295609474182,0
8,3,2041,40.66424942,3.11547422409058,0.0351214967668056,1.94806176805019e-10,5.82925939559937,0.164794921875
9,3,2041,4.232319832,2.84050250053406,1.11292016506195,8.545193068768e-09,3.87171506881714,0
10,3,2041,0.100504123,7.67433023452759,1.85313439369202,2.13584300087419e-12,4.03274059295654,0
11,3,2041,0,3.43716907501221,0,3.55773259973474e-10,5.0976881980896,0
12,3,2041,0,0.896639049053192,0.479751706123352,1.41808874213646e-09,1.73176002502441,0
13,3,2041,0,0.989116430282593,0.25757622718811,3.05928884520224e-10,1.36937093734741,0
14,3,2041,0.140394688,0.812168478965759,0,3.04672507223103e-06,7.73144769668579,0
15,3,2041,0,0,0,9.17610050443775e-08,17.548921585083,0
16,3,2041,0.057999648,0.09800985455513,0.0178241189569235,2.52311335886824e-09,7.21868801116943,0
17,3,2041,0,0.772206604480743,0.0469470359385014,5.31599276317601e-09,0.768682479858398,0
18,3,2041,0,1.33174788951874,4.6195182800293,2.73969245727368e-09,0.167417004704475,0
19,3,2041,0.29916063,0.709518194198608,2.19093179702759,1.00503148772052e-08,0.950075805187225,0
20,3,2041,0,3.50217580795288,0.0980611518025398,1.20391972758226e-09,0.188358634710312,0.164794921875
21,3,2041,0,2.11458253860474,1.05999755859375,6.57749909226124e-09,0.543477773666382,1.5655517578125
22,3,2041,1.833217978,2.74170351028442,1.58103930950165,5.25013712504574e-05,0.0277572721242905,0.32958984375
23,3,2041,54.22389603,2.12173080444336,0.389836817979813,0.0702680350514129,0.0109563004225492,2.96630859375
24,3,2041,21.52477455,0.659193277359009,0,0.000206975690986156,0.752784967422485,0
25,3,2041,6.128229618,1.54677093029022,0,0.184862887545023,0.395060747861862,0.164794921875
26,3,2041,2.020019531,5.26666021347046,0.390379816293716,0.0197442306216544,0.420536309480667,26.7791748046875
27,3,2041,8.133517265,2.46872472763062,1.13895082473755,0.302357354667038,64.496467590332,0.514984130859375
28,3,2041,1.239990234,0,0,0.115589856432052,6.70109891891479,0.267791748046875
29,3,2041,0.695907354,0,0,0.144600176645326,7.9721212387085,0
30,3,2041,0.002215418,0,0,4.23019219653042e-05,2.69976472854614,0
31,3,2041,0.054706357,0,0,9.39386166510378e-10,0.142267465591431,0
1,4,2041,0.916712761,0,0,0.0962626676482613,0.225357413291931,0
2,4,2041,0.749981999,0,0,3.49295436171815,0.0975948870182037,0
3,4,2041,112.7863083,0.176659986376762,0,5.23902936838567,0.555136442184448,0
4,4,2041,24.87160492,1.86010932922363,0.242353513836861,32.2773369960487,5.04071187973022,0
5,4,2041,0.173637033,1.71819639205933,0.08433748036623,5.85417891852558,3.81675982475281,0
6,4,2041,1.014152169,2.52074551582336,1.63598549365997,0.536164204822854,0.0806074142456055,0
7,4,2041,1.906259537,16.4994125366211,1.75126492977142,0.000167302670917025,4.22003173828125,0
8,4,2041,0.596474886,20.1588096618652,2.15503478050232,0.0395257525269699,3.85877966880798,0
9,4,2041,104.9433289,221.376998901367,0.918939292430878,1.18579983827658,0.16720062494278,0
10,4,2041,129.319809,15.4667949676514,2.70654010772705,2.05022949376143,0.2363391071558,0
11,4,2041,33.99187469,0.79998779296875,0.516410827636719,0.327223927160958,0.0400390625,0
12,4,2041,2.474597454,170.547760009766,0.203651174902916,0.125320705774357,0.654083132743835,0
13,4,2041,5.014086723,71.330192565918,0.67189621925354,0.0596970145124942,2.1199951171875,0.494384765625
14,4,2041,0.371818364,1.38042557239532,1.73052287101746,0.0278684447039268,31.1035614013672,0.32958984375
15,4,2041,0.31698668,0.842399835586548,1.18843626976013,0.176713398832362,2.6400146484375,0.823974609375
16,4,2041,0.979694128,1.10003662109375,0.838551580905914,4.84977127052844,2.57142162322998,0.0823974609375
17,4,2041,1.488398552,8.22561931610107,4.63049554824829,5.66473931539803,0.496206849813461,0.164794921875
18,4,2041,2.228094339,5.01312971115112,0.944614470005035,0.0158587236910534,4.26496124267578,0.164794921875
19,4,2041,1.756739616,4.26043319702148,1.05228924751282,3.97530344780534,3.64031171798706,2.92510986328125
20,4,2041,5.51595974,16.3893623352051,1.63880205154419,3.53153131738004e-09,30.1415195465088,0.0823974609375
21,4,2041,4.841848373,55.453800201416,0.808364629745483,0.240473586745793,13.5167083740234,0
22,4,2041,0.675871491,0,2.59525990486145,24.183305259794,0.0388030782341957,0
23,4,2041,1.613125086,171.525360107422,0.21848252415657,14.3012928776443,0.22003173828125,0
24,4,2041,11.08943176,71.8332138061523,0.730939030647278,22.4827939644456,0.345317363739014,0
25,4,2041,98.35387421,171.408081054688,1.94513845443726,12.5643001869321,1.57234740257263,0
26,4,2041,64.54330444,4.54669046401978,5.12861204147339,1.3065214821836,0.0234549287706614,0
27,4,2041,18.73588181,1.80919134616852,1.52739191055298,42.7872100844979,0.690416812896729,2.63671875
28,4,2041,2.930508375,0.00719659030437469,0.201420977711678,353.276699781418,0.0731472373008728,0.32958984375
29,4,2041,8.349012375,0,0.385568559169769,5.58346649631858,1.81879568099976,8.074951171875
30,4,2041,7.983463764,0.115084558725357,1.05938875675201,18.5322709847241,0,3.460693359375
1,5,2041,5.00965929,0,2.49275422096252,3.39540063869208,0.205700814723969,26.202392578125
2,5,2041,2.793951035,1.90968060493469,3.24784994125366,158.793445676565,2.1399974822998,26.03759765625
3,5,2041,43.22622299,4.4386510848999,0.759399175643921,56.576825492084,1.47486901283264,18.12744140625
4,5,2041,19.49731064,7.50463914871216,0.507263541221619,56.50553740561,0.617598354816437,17.0562744140625
5,5,2041,4.787463188,18.4786701202393,0.235438004136086,6.95565969217569,0.328327715396881,36.749267578125
6,5,2041,5.124015331,27.6426830291748,1.58598875999451,5.90886455029249,2.20352745056152,35.595703125
7,5,2041,3.093969584,4.23012113571167,2.34832358360291,9.13705439306792,1.3494039773941,0.32958984375
8,5,2041,0.898995697,0,0.250656396150589,7.74743270594626,0.961235105991364,21.917724609375
9,5,2041,3.854078054,3.17396235466003,20.1214866638184,15.0223699864,19.3393821716309,92.1203613281252
10,5,2041,3.955243826,10.1662292480469,33.3267631530762,23.5404753126204,6.64434719085693,49.76806640625
11,5,2041,40.5345993,112.556777954102,27.7673149108887,13.875801069662,4.27844476699829,68.88427734375
12,5,2041,123.1038437,122.469284057617,26.4215412139893,2.08726613782347,2.68912553787231,53.887939453125
13,5,2041,0.220031738,132.275405883789,25.6566066741943,0.539294059854001,0.104881659150124,34.771728515625
14,5,2041,5.239990234,33.5941352844238,0.814511656761169,0.0661254463921069,0.4200439453125,48.614501953125
15,5,2041,13.82739353,30.9266414642334,17.0715713500977,0.0982607594778524,1.79176712036133,25.872802734375
16,5,2041,1.184700131,6.20391416549683,244.818664550781,2.24051587865688,0.560026288032532,23.565673828125
17,5,2041,6.074680328,3.86837959289551,318.995422363281,0.112183791497955,1.72138476371765,43.670654296875
18,5,2041,82.52352142,3.44024801254272,11.3907194137573,0.481622178631369,1.07690906524658,12.5244140625
19,5,2041,0.915445387,0.245382994413376,5.03542995452881,2.76834490941837,1.29998779296875,0.164794921875
20,5,2041,5.428512573,0.829888164997101,2.13303899765015,7.29640668723732,2.55999755859375,0.494384765625
21,5,2041,11.52919388,1.57756650447845,0.02001953125,1.41622301889583,22.7789459228516,0.823974609375
22,5,2041,2.762590408,2.02523350715637,0.112852014601231,4.05616513453424,128.880828857422,1.318359375
23,5,2041,61.90888977,0.872207343578339,4.08535385131836,41.1602147854864,29.1137008666992,0.164794921875
24,5,2041,162.105957,0.380877286195755,3.68159031867981,97.5830353796483,80.5273208618164,22.08251953125
25,5,2041,29.90024376,0.655772387981415,3.68400001525879,16.4888903964311,17.3907604217529,14.0899658203125
26,5,2041,67.32624817,0.503692746162415,2.4000244140625,0.0384713565836137,27.503210067749,0
27,5,2041,9.752450943,2.34002685546875,25.5693111419678,0.736035269801504,136.701568603516,0
28,5,2041,7.78146553,3.9200439453125,177.279510498047,12.924068653956,0,0
29,5,2041,11.39390087,7.21060657501221,88.266975402832,3.21205949876457,0.0622511208057404,0
30,5,2041,8.174488068,6.13509654998779,3.47904801368713,1.91820053150877,0.385826826095581,2.63671875
31,5,2041,207.7210693,4.17677593231201,7.40112161636353,5.25895011378452,5.37804508209229,6.591796875
1,6,2041,39.67579651,10.7314300537109,4.35655164718628,4.61892422754318,1.59277474880219,7.2509765625
2,6,2041,6.064601421,15.1289014816284,5.3599853515625,2.59471064200625,0.283767372369766,0.164794921875
3,6,2041,4.859985352,3.39960241317749,36.5135726928711,3.06472072843462,2.74655079841614,0.164794921875
4,6,2041,11.78836155,3.90881252288818,3.54162907600403,0.00450615718818881,2.39805746078491,0.164794921875
5,6,2041,16.26542282,3.76804304122925,2.74829173088074,5.34873004071414,6.41060543060303,0.32958984375
6,6,2041,7.437791824,13.8806924819946,3.46455335617065,0.0595583300309954,4.09834051132202,0
7,6,2041,6.263769627,12.585431098938,3.37906718254089,4.27553347544745,1.96929323673248,0
8,6,2041,7.871837616,5.10646820068359,1.48580455780029,4.51947703259066,9.14984607696533,0
9,6,2041,6.653923035,6.003342628479,1.27271008491516,6.27318313345313,58.1777610778809,0
10,6,2041,5.704179287,5.70041799545288,1.9200439453125,5.14188992092386,13.5234756469727,0
11,6,2041,3.970909119,13.7865133285522,0,4.35422100126744,12.3591060638428,4.449462890625
12,6,2041,1.60656178,27.6244430541992,0.0323494449257851,4.00405819527805,14.4344158172607,2.96630859375
13,6,2041,6.089414597,1.64836454391479,1.43742203712463,67.4911497160792,6.48004150390625,15.985107421875
14,6,2041,0.546285927,4.37362670898438,1.11801671981812,62.1992049738765,131.064071655273,51.6632080078125
15,6,2041,1.171614051,0.451533019542694,1.57120847702026,6.40823696739971,7.947509765625,50.7568359375
16,6,2041,1.271268368,2.93418598175049,2.00625228881836,8.32693192642182,4.57098579406738,31.146240234375
17,6,2041,0.954283237,8.95201778411865,1.11689293384552,16.3585765287281,2.42733430862427,10.87646484375
18,6,2041,0.558732986,6.11004590988159,20.6104164123535,7.26860244758427,3.12386703491211,7.91015625
19,6,2041,2.413921118,8.49121761322021,8.91171264648438,3.33957904949784,6.05906677246094,2.142333984375
20,6,2041,1.440940142,207.031600952148,4.86402273178101,23.9499832503497,1.5400390625,3.62548828125
21,6,2041,0.392512023,331.669555664062,113.055252075195,3.38395714061335,4.28504085540771,10.382080078125
22,6,2041,4.089862347,23.0129699707031,60.5718727111816,0.0574956009586458,3.48549628257751,14.83154296875
23,6,2041,71.04972839,0.175802156329155,33.1899948120117,2.41296421154403,8.09164619445801,24.1424560546875
24,6,2041,8.675518036,4.80985260009766,44.2882537841797,3.61098580760881,7.6400146484375,15.9027099609375
25,6,2041,17.25765228,4.13401460647583,110.659683227539,9.08552831970159,5.37822389602661,16.2734985351562
26,6,2041,85.41075897,15.379693031311,47.3426704406738,14.5642830524593,3.11937236785889,4.8614501953125
27,6,2041,15.28483009,2.38446378707886,38.7362518310547,13.7881783302874,4.24916696548462,7.70416259765625
28,6,2041,4.293676853,1.2504848241806,13.8318634033203,8.96005877293647,1.97456645965576,7.29217529296875
29,6,2041,7.412837982,2.05856704711914,8.30624389648438,9.36961008701472,2.87666749954224,11.1648559570313
30,6,2041,6.345685959,3.80719327926636,4.86550712585449,0.0223196018851013,7.17138481140137,14.0487670898438
1,7,2041,10.31825542,10.7717370986938,4.25319862365723,0.000633733922938973,9.08954524993896,0.164794921875
2,7,2041,9.202198029,6.79169511795044,0.966720819473267,0.0162563439062069,6.00049495697021,0.164794921875
3,7,2041,8.679694176,3.24479007720947,2.27483010292053,5.00411343527958,7.28950309753418,0.865173339843748
4,7,2041,14.47208691,3.24068069458008,0.879210352897644,0.361549254739657,7.9836220741272,1.02996826171875
5,7,2041,17.94011879,4.09218978881836,1.3258957862854,21.5769398957491,18.0643405914307,1.35955810546875
6,7,2041,4.960993767,2.02520847320557,0.115324564278126,3.92858051927761,17.3503227233887,2.8839111328125
7,7,2041,1.25832653,0.543923079967499,0.0168342627584934,3.99078974733129,48.6785202026367,4.16107177734375
8,7,2041,3.837048531,3.97333955764771,0,18.8325333874672,8.54634857177734,1.9775390625
9,7,2041,4.358858585,2.84787082672119,3.99146771430969,9.60483311209829,12.0056200027466,1.153564453125
10,7,2041,1.513067961,1.55688405036926,4.38392305374146,2.88584829540924,2.76612424850464,1.9775390625
11,7,2041,3.259847879,1.12152671813965,1.41125154495239,0.7865764957387,2.96885967254639,1.9775390625
12,7,2041,3.323816538,4.83596611022949,0.330922275781631,11.1016685608775,0.383872747421265,1.64794921875
13,7,2041,2.394898653,6.04682922363281,0.607234835624695,4.47363137500361,1.00936830043793,0.98876953125
14,7,2041,4.980835438,3.33386993408203,0.152956128120422,35.9528652392328,1.67633652687073,0.164794921875
15,7,2041,5.837759495,1.26715862751007,1.41986048221588,16.8286780826747,4.1054801940918,3.790283203125
16,7,2041,8.45972538,2.04996395111084,2.36080765724182,32.7742111869157,1.09716606140137,0.494384765625
17,7,2041,16.52537727,48.4971771240234,0.936894178390503,12.803131621331,1.77194392681122,0
18,7,2041,13.460742,100.084838867188,0.895693778991699,29.7910826280713,5.15241622924805,0
19,7,2041,30.08097649,5.83172178268433,0,0.801236208644696,0.254389256238937,0
20,7,2041,6.010855198,5.97500514984131,3.68620181083679,0.267257185623749,0.754308462142944,0
21,7,2041,1.695861816,4.36593103408813,1.75413334369659,5.05394940264523,0.615597367286682,0.0823974609375
22,7,2041,1.62245214,1.17212069034576,4.14004230499268,3.14661307493225,4.32586336135864,0.32958984375
23,7,2041,4.481323719,1.14151263237,5.9000244140625,4.51599120860919,6.30199670791626,0
24,7,2041,6.92367363,2.27727317810059,0.927525162696838,28.4488398581744,9.36457443237305,0.0823974609375
25,7,2041,1.886801124,1.07651340961456,0.43835636973381,12.095537642017,11.2697992324829,0.823974609375
26,7,2041,2.142724991,2.93420338630676,0.44000244140625,23.9867362193763,1.70781278610229,2.0599365234375
27,7,2041,3.45084548,1.04232168197632,29.1436061859131,5.02923997119069,3.60178852081299,4.6142578125
28,7,2041,1.913428783,1.99089348316193,13.7079429626465,1.47441962035373,5.95428371429443,1.318359375
29,7,2041,0.783228517,1.40009760856628,3.86089849472046,6.96211899630725,22.0717086791992,1.4007568359375
30,7,2041,0.983500063,2.99815702438354,4.37295293807983,37.9128224216402,0.457892537117004,1.7303466796875
31,7,2041,1.05006516,2.52279257774353,20.8675346374512,32.7969127334654,1.08719921112061,4.3670654296875
1,8,2041,0.771824837,2.39031505584717,11.2705917358398,6.60686166957021,2.11501169204712,6.26220703125
2,8,2041,1.006722927,9.43920516967773,6.65837478637695,27.1238218992948,1.29764938354492,3.955078125
3,8,2041,3.146287918,4.86063289642334,0.888665616512299,45.5299532040954,1.14654624462128,6.38580322265625
4,8,2041,6.498370647,3.14358901977539,3.89743137359619,5.9792191023007,1.15875661373138,6.79779052734375
5,8,2041,2.400024414,5.09600305557251,2.92961406707764,3.63503359258175,4.61419582366943,3.76968383789062
6,8,2041,2.420043945,6.39206886291504,1.41805386543274,9.68388619367036,1.87243807315826,1.93634033203125
7,8,2041,4.320357323,2.8510046005249,0.694900035858154,11.221314361319,8.95899105072021,0.37078857421875
8,8,2041,0.571046233,1.6076831817627,0.239990234375,24.1251583211124,4.10846853256226,0.061798095703125
9,8,2041,0.280029297,1.19422578811646,4.50821781158447,0.0523884631547844,6.25298404693604,0.473785400390625
10,8,2041,0.540039063,2.19652128219604,41.0449485778809,4.26643041428178,5.6400146484375,0.37078857421875
11,8,2041,2.210409403,1.6202335357666,0.641554355621338,1.12442961253692,3.84035396575928,0.5767822265625
12,8,2041,0.515486002,3.40620493888855,1.35949110984802,0.456969521474093,4.84577131271362,0
13,8,2041,0.845104873,1.92536735534668,0,0.216563435242279,3.03120279312134,0
14,8,2041,4.078865528,4.76960897445679,19.045129776001,0.035559805110097,3.03312516212463,0.32958984375
15,8,2041,4.114090443,3.05365657806396,15.0506258010864,3.93111992161721,3.2064163684845,4.40826416015625
16,8,2041,3.204282761,2.34052109718323,2.15856790542603,5.19063016399741,4.27984428405762,21.258544921875
17,8,2041,2.417100668,0.8800048828125,0.58001708984375,0.00167363083392047,3.85707783699036,18.5394287109375
18,8,2041,15.21197224,2.336341381073,0.1600341796875,2.98884543590248,8.00439262390137,6.55059814453125
19,8,2041,15.53435707,3.20578765869141,1.12404191493988,9.3016104307026,7.13869762420654,0.6591796875
20,8,2041,7.078699589,7.63117504119873,0.608276605606079,8.33195415325463,3.87619781494141,0.32958984375
21,8,2041,4.025686264,5.07714796066284,1.20686793327332,5.11530021904036,5.34817981719971,0.164794921875
22,8,2041,4.040039063,10.3095302581787,1.40201532840729,6.56793548259884,1.84432673454285,0
23,8,2041,1.007431746,8.23946380615234,0.349550396203995,4.12795299198478,1.34831523895264,0
24,8,2041,0.480041504,1.88190460205078,2.84711265563965,18.0516283493489,1.59789562225342,4.449462890625
25,8,2041,0.682812512,1.74951279163361,6.22668552398682,7.03751400578767,2.17298126220703,0
26,8,2041,2.497906208,0.930466711521149,0.723800241947174,6.77178546320647,3.49241042137146,1.153564453125
27,8,2041,1.615363717,0.249231338500977,2.90718269348145,0.000580480163137054,5.82132625579834,1.35955810546875
28,8,2041,1.380036116,0.3800048828125,2.97815227508545,0.766680660308338,3.53441667556763,3.33709716796875
29,8,2041,0.897205234,1.98747026920319,0.219319239258766,0.0021747482662704,3.37028956413269,0.906372070312504
30,8,2041,0.490736604,0.901777505874634,0.02001953125,6.92272447049618,2.60867309570312,0.4119873046875
31,8,2041,0.318606555,1.96324062347412,0.0108234398066998,2.28895405889488,2.72584819793701,0.37078857421875
1,9,2041,0.208106771,0.950237572193146,0.0849484503269196,9.98924877494577,2.72056746482849,0.28839111328125
2,9,2041,0.060571972,1.1649557352066,0.53485643863678,16.9921905733645,2.86680507659912,0.61798095703125
3,9,2041,0.014994005,0.306583613157272,3.70243191719055,12.5649690628052,3.37617683410645,0.20599365234375
4,9,2041,0.151037827,0.210433766245842,2.71078109741211,4.18536913348362,1.1494038105011,0.0823974609375
5,9,2041,0.253096759,1.13780617713928,2.14554476737976,2.69131134264171,1.18055129051208,0
6,9,2041,0.149862021,2.97284460067749,3.13532686233521,1.25358929217328,1.22583150863647,0
7,9,2041,0.754310012,2.62040662765503,1.0964812040329,10.8503359369934,3.16882181167603,0
8,9,2041,1.221123219,2.71001887321472,2.24449706077576,0.00183065231453838,5.96471309661865,0
9,9,2041,1.292895436,2.35267734527588,4.08358669281006,3.64073978271335,5.60550403594971,0
10,9,2041,1.408565044,1.81740665435791,3.10496139526367,5.54139583837241,4.81379127502441,0
11,9,2041,2.501139402,1.99187111854553,3.11479759216309,4.09015930490568,2.31875777244568,0
12,9,2041,4.114980221,3.16965770721436,2.72249746322632,0.221030157990754,2.34098815917969,0
13,9,2041,1.920652747,2.27120399475098,3.37915086746216,0.065356523009541,4.04616165161133,1.77154541015625
14,9,2041,1.719628572,3.28352165222168,5.30892992019653,0.0766156077588675,5.81378126144409,0
15,9,2041,3.677404404,2.95440769195557,4.48742914199829,0.733094164752402,1.67836141586304,0
16,9,2041,3.665177107,3.07347536087036,1.5864851474762,0.861454446567222,4.55966854095459,2.0599365234375
17,9,2041,3.328026533,5.97845411300659,1.35593605041504,6.91234495025128,2.02269554138184,0
18,9,2041,6.699949265,4.60405349731445,2.18628907203674,18.3956480585039,1.51212286949158,0.6591796875
19,9,2041,7.357513905,1.81768560409546,0.278386652469635,12.2331814840436,1.97516894340515,0.164794921875
20,9,2041,2.142492771,0.779877662658691,0.74755859375,19.124268880114,2.16852498054504,1.4007568359375
21,9,2041,1.329447746,1.07860791683197,1.94732272624969,10.8039169572294,3.25258636474609,0
22,9,2041,6.420772076,2.80862879753113,0.239990234375,5.49720916897058,1.77764475345612,5.108642578125
23,9,2041,4.102174282,3.34075927734375,2.54871821403503,1.37583240866661,1.46142733097076,25.872802734375
24,9,2041,1.213464379,2.52473974227905,3.1877293586731,6.85437047120985e-06,1.73263216018677,35.760498046875
25,9,2041,0.468004435,4.3674144744873,2.67354249954224,8.22454073595713e-08,1.76457273960114,31.2698364257813
26,9,2041,0.391715705,2.79338884353638,1.70613050460815,0.00454612787734732,2.79689002037048,19.610595703125
27,9,2041,1.068445444,3.01562094688416,3.57415127754211,0.901207770220932,1.00218880176544,0.4119873046875
28,9,2041,1.193026066,4.18945074081421,2.52077913284302,0.0481983775898698,4.66235065460205,1.5655517578125
29,9,2041,5.019618988,36.5014381408691,0.906305730342865,2.75951656512916,1.91409182548523,0
30,9,2041,0.838979006,13.740550994873,0.310698658227921,1.47447289782576,3.75607252120972,0.2471923828125
1,10,2041,3.265686035,7.00799131393433,0.771959006786346,1.74146941280924,3.08802175521851,1.318359375
2,10,2041,3.965165615,16.6013450622559,1.73410022258759,1.64124257153592e-08,1.5544399023056,11.2060546875
3,10,2041,3.72525692,5.22854375839233,0.0750396177172661,20.8000933751464,1.07216823101044,2.3895263671875
4,10,2041,0.85534656,2.58438181877136,2.696692943573,59.4701008871198,2.75324606895447,0
5,10,2041,0.952170372,5.5460147857666,4.21483087539673,25.6212048232556,0.633330464363098,0
6,10,2041,3.029761791,3.25268983840942,7.61576843261719,0.00182106827537609,1.23217380046844,0
7,10,2041,0.983464479,3.55595874786377,107.463607788086,0.327221589395777,2.25071573257446,0
8,10,2041,0.890541911,6.23627996444702,7.79832410812378,2.2640499053523,1.13503229618073,0
9,10,2041,0.015616115,4.98861408233643,54.6881408691406,1.42646172316745,0.374495387077332,3.0487060546875
10,10,2041,0.581896782,0,13.3418645858765,4.11108556436375,0.353970289230347,0.53558349609375
11,10,2041,0.78209281,0.0605456754565239,24.2609310150146,5.67096665035933,2.12240839004517,2.43072509765625
12,10,2041,0,1.48619532585144,61.2045669555664,3.54172446532175,0.473237276077271,1.9775390625
13,10,2041,0.414313972,2.44966173171997,136.00227355957,12.5592974480242,0,0.32958984375
14,10,2041,1.650561333,0.364389538764954,111.469680786133,0.0795352063505561,0,0
15,10,2041,0.882771075,1.20714712142944,62.6913223266602,6.42412051289273e-10,0,0
16,10,2041,1.92455709,0.397338151931763,10.9680662155151,1.33336740086587e-09,1.81040728092194,0.823974609375
17,10,2041,4.685636997,1.41789317131042,2.54660987854004,2.22644983504349e-09,2.00223803520203,5.0262451171875
18,10,2041,4.241585255,0.00413924362510443,2.27418947219849,0.00012086501719466,4.67865133285522,22.906494140625
19,10,2041,25.83815765,0,1.26454496383667,0.000674121110932902,1.93742847442627,37.408447265625
